maths_midsem,maths_quiz,maths_internal,maths_endsem,maths_total,science_midsem,science_quiz,science_internal,science_endsem,science_total,english_midsem,english_quiz,english_internal,english_endsem,english_total,hindi_midsem,hindi_quiz,hindi_internal,hindi_endsem,hindi_total,social_science_midsem,social_science_quiz,social_science_internal,social_science_endsem,social_science_total,computer_science_midsem,computer_science_quiz,computer_science_internal,computer_science_endsem,computer_science_total,attendance_score,overall_marks_avg,final_weighted_score,result
10,10,15,3,38,4,1,13,33,51,18,6,14,16,54,6,6,2,18,32,9,6,8,34,57,5,3,11,24,43,4.37,45.833333333333336,45.513333333333335,0
3,1,6,31,41,5,10,13,0,28,9,3,3,20,35,16,7,12,34,69,2,4,15,20,41,13,7,4,33,57,3.58,45.166666666666664,43.76166666666666,0
12,8,0,44,64,4,10,8,5,27,14,3,7,5,29,9,0,6,40,55,22,5,3,32,62,8,4,14,11,37,8.01,45.666666666666664,50.83166666666666,0
6,1,2,39,48,3,7,9,5,24,13,7,8,46,74,23,3,3,44,73,17,7,8,5,37,15,0,1,30,46,6.94,50.333333333333336,53.19333333333333,0
18,0,13,33,64,15,10,3,42,70,2,9,1,36,48,1,5,15,7,28,15,6,2,47,70,14,1,1,44,60,4.48,56.666666666666664,54.88666666666666,0
21,9,2,38,70,15,1,9,15,40,3,4,7,24,38,23,5,14,25,67,9,8,5,9,31,6,6,4,42,58,7.58,50.666666666666664,54.43666666666666,0
1,1,1,42,45,9,6,13,0,28,7,2,10,14,33,23,1,2,18,44,25,10,9,13,57,6,10,0,37,53,0.72,43.333333333333336,37.913333333333334,0
9,6,7,16,38,13,4,13,4,34,0,5,7,10,22,24,6,4,43,77,25,4,8,39,76,4,6,11,14,35,0.65,47.0,40.925,0
12,7,4,23,46,12,9,12,24,57,19,7,5,8,39,19,2,3,8,32,18,9,1,1,29,25,0,2,1,28,7.09,38.5,43.36,0
24,4,0,28,56,3,5,4,26,38,14,9,13,3,39,14,5,0,37,56,16,1,2,32,51,6,0,2,31,39,9.81,46.5,54.239999999999995,0
20,5,11,45,81,13,10,2,41,66,6,0,2,2,10,11,2,5,34,52,8,3,13,38,62,0,3,12,34,49,1.6,53.333333333333336,47.733333333333334,0
5,0,1,27,33,25,3,13,37,78,11,8,4,12,35,0,5,4,6,15,24,1,9,15,49,13,4,1,24,42,9.49,42.0,49.934999999999995,0
11,5,0,44,60,23,4,12,42,81,2,3,1,31,37,9,9,6,3,27,24,4,2,49,79,25,8,15,21,69,9.71,58.833333333333336,64.57333333333334,0
11,7,14,46,78,23,4,7,25,59,22,4,13,5,44,23,9,7,5,44,12,2,4,19,37,17,10,7,12,46,0.97,51.333333333333336,45.08833333333333,0
19,2,5,21,47,8,6,2,15,31,4,9,13,0,26,8,7,15,33,63,19,9,13,2,43,22,10,10,42,84,4.55,49.0,48.475,0
10,10,8,27,55,2,10,3,44,59,25,2,5,41,73,13,4,2,50,69,5,1,10,44,60,22,5,12,11,50,4.35,61.0,58.375,1
25,0,10,24,59,9,3,9,43,64,24,8,13,4,49,8,0,3,15,26,12,7,2,34,55,1,6,11,10,28,2.15,46.833333333333336,43.03333333333334,0
22,10,6,40,78,14,4,11,49,78,7,5,15,1,28,21,2,4,9,36,12,7,1,32,52,15,1,6,21,43,4.41,52.5,51.24,0
24,3,4,2,33,23,3,6,25,57,10,0,2,21,33,23,0,7,35,65,22,4,6,28,60,13,1,3,33,50,8.37,49.666666666666664,54.77166666666666,0
6,0,15,12,33,18,3,1,44,66,18,8,3,31,60,23,7,9,13,52,22,4,8,44,78,2,10,5,22,39,9.16,54.666666666666664,60.20666666666666,0
0,7,11,30,48,1,7,0,36,44,11,10,8,50,79,20,6,14,6,46,4,4,4,14,26,18,7,3,2,30,3.32,45.5,43.654999999999994,0
0,4,12,12,28,1,10,3,27,41,19,4,9,47,79,19,10,6,1,36,15,3,3,2,23,25,4,5,15,49,2.21,42.666666666666664,39.58166666666666,0
24,0,2,40,66,8,4,7,27,46,6,2,4,40,52,9,9,6,30,54,10,9,13,28,60,18,2,5,45,70,5.22,58.0,57.129999999999995,1
24,7,11,17,59,3,8,14,29,54,13,3,12,49,77,9,3,13,28,53,19,2,3,4,28,6,10,6,48,70,2.95,56.833333333333336,52.733333333333334,0
19,8,11,36,74,4,4,0,12,20,1,4,6,48,59,10,10,15,16,51,10,10,0,44,64,12,1,8,41,62,5.36,55.0,54.79,0
12,9,7,42,70,1,7,9,24,41,25,0,11,6,42,17,3,4,15,39,16,6,8,33,63,12,2,11,47,72,6.24,54.5,55.684999999999995,0
8,1,9,33,51,24,2,13,44,83,21,9,8,20,58,2,0,10,6,18,24,0,14,33,71,20,7,9,2,38,7.96,53.166666666666664,57.13166666666666,0
2,8,3,16,29,6,6,13,50,75,24,2,12,16,54,11,3,14,49,77,12,0,15,41,68,9,1,11,17,38,6.53,56.833333333333336,58.10333333333334,0
6,7,8,20,41,18,0,2,18,38,11,6,4,19,40,2,0,3,14,19,3,7,14,19,43,16,6,0,4,26,5.34,34.5,37.335,0
5,6,4,35,50,5,4,15,12,36,8,8,0,0,16,11,4,0,27,42,13,8,14,6,41,19,7,12,27,65,6.74,41.666666666666664,45.526666666666664,0
7,2,13,49,71,22,1,3,10,36,21,5,1,31,58,21,4,5,45,75,12,3,12,3,30,8,9,7,40,64,2.24,55.666666666666664,50.67666666666666,0
8,1,5,39,53,15,7,3,47,72,11,3,2,39,55,22,1,8,5,36,19,5,10,10,44,24,9,14,39,86,9.34,57.666666666666664,63.026666666666664,0
4,6,4,18,32,13,5,15,22,55,5,3,2,31,41,21,9,12,44,86,2,3,8,33,46,7,6,10,33,56,6.49,52.666666666666664,54.501666666666665,0
0,4,9,11,24,11,4,2,13,30,5,8,14,19,46,10,1,1,5,17,24,4,12,18,58,6,5,14,45,70,8.46,40.833333333333336,47.39833333333334,0
18,5,11,27,61,5,2,2,9,18,25,0,0,9,34,13,8,0,26,47,1,2,14,20,37,22,7,8,35,72,2.17,44.833333333333336,41.36333333333334,0
9,3,10,10,32,25,0,12,33,70,21,5,8,5,39,16,1,9,33,59,17,2,0,14,33,21,7,4,39,71,6.82,50.666666666666664,53.29666666666667,0
11,1,6,47,65,25,9,6,39,79,18,3,13,40,74,22,4,4,13,43,17,0,13,16,46,12,7,5,46,70,0.24,62.833333333333336,53.76833333333333,1
23,8,6,36,73,21,9,7,22,59,19,2,8,32,61,11,8,3,40,62,3,6,2,36,47,23,7,2,17,49,1.47,58.5,51.93,1
14,2,0,27,43,12,9,13,39,73,5,10,11,9,35,24,7,13,16,60,18,1,5,21,45,2,7,11,27,47,1.36,50.5,44.964999999999996,0
21,6,1,34,62,14,10,12,20,56,25,0,3,24,52,23,1,3,9,36,9,10,0,7,26,25,6,12,2,45,8.86,46.166666666666664,52.531666666666666,0
23,7,6,43,79,23,9,9,19,60,16,4,8,23,51,20,1,0,48,69,25,4,14,10,53,22,2,2,40,66,4.64,63.0,60.51,1
8,1,7,14,30,13,7,13,31,64,16,3,3,30,52,3,4,0,1,8,0,10,4,8,22,11,3,7,11,32,6.8,34.666666666666664,39.666666666666664,0
19,5,15,15,54,7,10,3,13,33,22,9,7,28,66,4,3,0,13,20,3,10,2,5,20,9,5,3,34,51,9.75,40.666666666666664,49.19166666666666,0
16,10,3,44,73,20,4,10,23,57,16,3,2,11,32,2,2,15,20,39,1,0,2,43,46,12,9,1,14,36,8.75,47.166666666666664,53.21666666666666,0
16,7,5,6,34,19,8,10,45,82,20,7,8,42,77,24,3,7,34,68,8,5,13,8,34,18,3,7,29,57,6.1,58.666666666666664,59.01666666666666,0
25,6,10,46,87,10,10,14,17,51,9,10,10,36,65,14,1,0,27,42,8,8,0,45,61,15,4,1,50,70,2.57,62.666666666666664,57.12166666666666,1
19,10,11,2,42,20,6,7,46,79,10,10,15,50,85,4,1,4,35,44,1,8,9,14,32,9,8,2,33,52,1.57,55.666666666666664,49.67166666666666,0
11,2,9,30,52,8,0,7,29,44,7,1,10,41,59,22,3,9,40,74,23,6,1,14,44,0,1,7,41,49,6.82,53.666666666666664,55.846666666666664,1
6,0,15,11,32,11,10,5,27,53,21,10,3,49,83,22,2,14,44,82,21,4,7,1,33,25,3,9,44,81,3.4,60.666666666666664,56.666666666666664,0
1,5,2,7,15,25,0,0,47,72,13,9,14,8,44,16,6,5,19,46,9,9,13,31,62,25,2,9,15,51,4.25,48.333333333333336,47.458333333333336,0
2,7,6,24,39,5,6,6,13,30,18,10,12,28,68,21,8,6,6,41,7,1,7,50,65,20,5,3,34,62,6.76,50.833333333333336,53.348333333333336,0
16,5,10,43,74,18,10,6,41,75,17,9,7,2,35,3,0,10,21,34,7,0,5,36,48,5,0,11,25,41,8.03,51.166666666666664,55.53666666666666,0
4,4,2,49,59,2,6,4,20,32,14,3,12,3,32,18,6,4,44,72,24,2,9,5,40,23,8,7,3,41,5.57,46.0,47.455,0
16,10,10,34,70,0,8,5,33,46,17,10,1,20,48,12,2,15,49,78,16,7,0,24,47,24,6,12,2,44,8.57,55.5,60.03,1
23,7,15,11,56,14,1,13,4,32,19,0,15,5,39,2,3,8,27,40,1,9,0,11,21,15,3,6,28,52,8.42,40.0,46.63,0
16,1,6,20,43,14,6,8,30,58,24,1,6,1,32,13,1,0,19,33,18,1,13,45,77,6,8,1,43,58,5.53,50.166666666666664,50.93666666666667,0
16,0,11,25,52,4,1,2,2,9,24,9,1,36,70,21,10,13,31,75,20,10,8,32,70,1,8,10,34,53,0.83,54.833333333333336,47.85333333333333,0
1,0,10,1,12,21,9,11,22,63,16,9,4,19,48,16,4,6,18,44,7,9,11,17,44,9,5,9,24,47,6.87,43.0,46.855,0
1,3,11,13,28,23,9,3,38,73,4,2,8,44,58,20,7,5,27,59,23,4,3,37,67,21,3,8,17,49,3.77,55.666666666666664,52.971666666666664,0
21,5,10,45,81,10,1,8,43,62,24,0,4,32,60,3,10,8,24,45,15,8,6,6,35,1,5,6,15,27,7.8,51.666666666666664,55.61666666666666,0
22,8,7,3,40,24,4,14,29,71,3,1,13,13,30,9,1,10,21,41,12,2,4,40,58,10,7,4,25,46,0.74,47.666666666666664,41.626666666666665,0
4,0,2,16,22,22,8,12,41,83,10,6,3,19,38,23,7,5,1,36,23,9,6,18,56,16,6,0,8,30,4.56,44.166666666666664,44.38166666666666,0
0,0,1,46,47,0,8,9,42,59,15,9,7,42,73,8,8,13,20,49,14,7,15,23,59,8,10,6,47,71,4.17,59.666666666666664,56.971666666666664,1
0,4,11,47,62,22,9,13,29,73,6,9,4,1,20,23,4,1,5,33,5,7,12,29,53,3,1,11,18,33,1.88,45.666666666666664,41.63666666666666,0
18,9,5,4,36,9,0,11,48,68,15,5,8,46,74,22,8,8,32,70,17,0,5,46,68,13,1,11,41,66,5.52,63.666666666666664,62.39666666666666,0
1,4,15,23,43,24,10,1,35,70,5,1,8,6,20,18,7,3,41,69,10,3,10,14,37,1,1,1,43,46,5.29,47.5,48.31,0
20,4,3,48,75,19,6,13,37,75,19,0,1,36,56,7,1,15,45,68,12,3,12,21,48,10,6,13,8,37,4.78,59.833333333333336,58.028333333333336,0
11,9,7,6,33,10,9,12,6,37,9,9,9,11,38,0,10,8,2,20,4,5,4,0,13,3,10,2,14,29,3.3,28.333333333333332,29.03333333333333,0
25,5,12,22,64,6,9,8,4,27,10,8,8,48,74,19,4,2,23,48,11,8,3,45,67,22,4,5,36,67,9.18,57.833333333333336,62.92833333333333,0
5,7,14,46,72,24,2,14,5,45,14,0,10,15,39,2,8,10,11,31,12,4,9,31,56,5,5,1,1,12,7.87,42.5,47.93,0
22,2,13,16,53,16,9,4,48,77,11,9,7,16,43,18,8,2,4,32,15,7,12,48,82,3,8,8,30,49,8.45,56.0,60.275,0
3,8,1,11,23,11,9,2,13,35,22,4,13,30,69,17,7,13,21,58,19,2,4,29,54,4,5,3,16,28,2.82,44.5,42.05499999999999,0
22,0,3,10,35,25,0,7,10,42,15,8,15,6,44,22,1,10,19,52,2,10,12,30,54,8,8,7,10,33,9.59,43.333333333333336,51.218333333333334,0
10,3,1,50,64,24,1,12,36,73,22,8,9,25,64,13,5,4,32,54,4,10,12,9,35,13,8,8,4,33,3.26,53.833333333333336,50.64833333333333,0
23,8,13,10,54,3,5,8,1,17,17,5,6,0,28,13,0,7,3,23,6,2,14,16,38,20,6,15,38,79,1.03,39.833333333333336,35.403333333333336,0
16,7,1,33,57,11,9,0,30,50,6,2,5,1,14,9,6,8,25,48,8,9,3,19,39,25,2,2,41,70,8.2,46.333333333333336,51.68333333333333,0
5,9,1,46,61,23,1,15,45,84,13,1,3,30,47,2,5,3,15,25,9,6,9,50,74,23,10,1,17,51,0.37,57.0,49.004999999999995,0
23,8,0,36,67,2,1,4,26,33,8,2,10,19,39,22,7,12,19,60,16,6,13,21,56,11,2,0,33,46,9.72,50.166666666666664,57.221666666666664,0
4,0,3,49,56,17,3,13,15,48,21,0,14,36,71,1,6,13,35,55,13,10,6,19,48,20,8,7,16,51,1.15,54.833333333333336,48.333333333333336,1
19,8,1,28,56,11,2,8,1,22,5,2,14,32,53,18,1,15,18,52,13,4,11,0,28,18,0,9,35,62,1.39,45.5,40.76,0
1,2,8,47,58,23,7,10,48,88,10,1,6,12,29,18,1,7,30,56,14,8,11,3,36,14,1,8,18,41,0.26,51.333333333333336,44.02333333333333,0
5,10,8,35,58,23,7,1,25,56,12,7,11,0,30,6,1,13,43,63,4,10,1,28,43,8,4,12,38,62,1.11,52.0,45.864999999999995,0
21,9,15,26,71,18,5,12,15,50,21,9,14,50,94,25,5,9,2,41,3,4,8,43,58,14,4,4,49,71,2.32,64.16666666666667,58.02166666666667,1
10,8,10,41,69,12,3,0,8,23,17,6,11,32,66,3,9,4,14,30,0,5,4,27,36,14,10,12,39,75,7.95,49.833333333333336,54.28333333333333,0
15,0,10,21,46,15,6,7,8,36,11,0,5,2,18,11,7,8,48,74,15,7,12,0,34,10,0,7,37,54,0.11,43.666666666666664,37.281666666666666,0
15,0,6,1,22,7,8,14,4,33,5,0,7,36,48,25,0,12,10,47,6,10,11,50,77,19,2,13,5,39,8.54,44.333333333333336,50.49333333333334,0
0,8,5,46,59,5,1,5,35,46,21,4,0,18,43,6,1,2,15,24,12,8,2,10,32,24,8,9,23,64,3.03,44.666666666666664,42.51166666666666,0
8,10,11,35,64,9,5,13,6,33,8,3,2,43,56,2,4,7,50,63,17,0,4,41,62,16,5,0,39,60,8.9,56.333333333333336,61.233333333333334,0
5,5,2,47,59,24,6,15,31,76,17,7,7,39,70,25,8,14,46,93,25,1,8,26,60,24,0,10,38,72,4.17,71.66666666666667,67.17166666666667,1
15,3,13,29,60,9,0,13,28,50,24,7,1,31,63,24,10,4,38,76,22,7,11,39,79,16,8,6,50,80,7.06,68.0,68.39,1
2,6,11,6,25,5,5,1,36,47,20,2,8,4,34,1,10,13,40,64,6,3,1,25,35,23,8,14,32,77,1.46,47.0,42.13999999999999,0
19,4,13,11,47,7,7,2,2,18,14,4,12,46,76,11,7,7,42,67,5,6,7,17,35,17,4,3,13,37,5.43,46.666666666666664,47.81166666666667,0
3,9,14,2,28,17,6,4,29,56,8,6,1,42,57,18,0,14,46,78,8,4,0,16,28,12,6,13,41,72,3.29,53.166666666666664,50.126666666666665,0
18,6,6,16,46,16,1,0,39,56,9,7,12,46,74,5,7,10,0,22,15,3,15,41,74,3,1,11,3,18,2.61,48.333333333333336,44.998333333333335,0
25,7,0,40,72,25,1,1,30,57,25,2,8,36,71,10,6,12,31,59,22,8,6,47,83,15,8,10,20,53,6.78,65.83333333333333,66.12833333333333,1
2,7,8,31,48,9,3,10,47,69,1,7,11,5,24,12,8,9,7,36,7,3,10,32,52,13,8,3,47,71,9.05,50.0,56.075,0
18,0,3,7,28,1,4,11,26,42,13,9,6,35,63,14,10,0,18,42,3,9,15,38,65,5,8,6,13,32,6.34,45.333333333333336,48.04333333333333,0
19,7,5,22,53,11,4,0,5,20,20,8,3,36,67,21,3,8,25,57,19,5,13,41,78,2,0,12,22,36,8.84,51.833333333333336,57.318333333333335,0
6,5,5,37,53,19,10,13,28,70,10,2,2,12,26,5,9,13,40,67,22,4,6,48,80,9,0,0,16,25,3.76,53.5,51.115,0
19,3,10,29,61,9,1,13,8,31,12,1,7,11,31,25,5,4,20,54,15,3,6,28,52,11,4,1,48,64,6.65,48.833333333333336,51.483333333333334,0
8,7,2,14,31,8,6,10,19,43,1,1,9,5,16,7,3,2,21,33,13,6,6,36,61,5,1,3,35,44,0.99,38.0,33.785,0
0,2,3,9,14,15,7,6,49,77,20,4,14,29,67,7,3,1,45,56,3,9,14,40,66,24,4,10,12,50,9.51,55.0,61.015,0
7,3,12,37,59,6,1,6,10,23,6,9,12,36,63,5,8,2,10,25,13,3,15,15,46,19,4,1,17,41,7.1,42.833333333333336,47.05833333333333,0
6,5,10,14,35,8,3,9,18,38,14,0,12,27,53,7,0,0,6,13,3,10,15,41,69,2,2,7,5,16,5.31,37.333333333333336,39.69833333333333,0
17,10,9,29,65,24,10,14,38,86,6,5,15,9,35,16,9,5,5,35,1,5,2,23,31,16,0,15,46,77,8.67,54.833333333333336,59.61333333333334,0
7,6,2,45,60,24,10,13,9,56,11,6,10,27,54,6,6,6,24,42,17,2,2,4,25,2,5,8,33,48,7.13,47.5,51.07,0
0,3,12,25,40,23,2,4,4,33,6,4,13,5,28,18,7,10,31,66,20,10,1,30,61,6,0,9,15,30,4.46,43.0,43.239999999999995,0
10,3,5,50,68,5,3,9,38,55,4,10,13,8,35,2,5,14,32,53,22,9,8,34,73,19,3,9,49,80,5.69,60.666666666666664,60.10166666666666,0
24,6,0,44,74,9,4,5,22,40,14,7,6,23,50,8,0,9,30,47,21,9,10,10,50,10,0,0,39,49,5.6,51.666666666666664,52.31666666666666,1
24,5,7,13,49,6,5,12,5,28,6,5,9,17,37,16,5,6,15,42,16,4,2,1,23,9,1,6,40,56,6.62,39.166666666666664,43.221666666666664,0
17,10,7,2,36,17,1,2,30,50,21,0,11,3,35,8,3,15,35,61,24,8,5,20,57,10,4,6,9,29,7.63,44.666666666666664,49.41166666666666,0
22,7,8,35,72,10,9,10,17,46,22,8,13,44,87,20,10,1,16,47,10,4,3,6,23,8,9,13,34,64,3.85,56.5,53.8,0
9,0,5,25,39,0,5,1,20,26,20,4,0,22,46,13,7,2,44,66,17,9,9,13,48,6,3,12,50,71,7.66,49.333333333333336,53.42333333333333,0
2,9,0,13,24,20,8,9,14,51,1,4,10,26,41,24,6,3,25,58,18,6,10,16,50,15,0,8,18,41,2.8,44.166666666666664,41.74166666666667,0
6,10,2,30,48,23,10,12,30,75,24,0,6,3,33,0,7,9,22,38,19,10,9,33,71,2,3,9,20,34,3.8,49.833333333333336,48.05833333333334,0
15,6,14,13,48,18,7,14,9,48,1,4,0,12,17,5,0,6,35,46,22,1,2,34,59,24,2,2,40,68,3.73,47.666666666666664,46.111666666666665,0
25,6,0,39,70,22,0,8,5,35,18,2,0,10,30,16,9,9,44,78,22,0,4,4,30,22,10,0,45,77,0.81,53.333333333333336,46.54833333333334,0
15,10,14,9,48,4,8,1,23,36,8,9,14,10,41,16,8,11,48,83,17,10,4,50,81,19,8,8,26,61,1.93,58.333333333333336,52.47833333333334,0
24,6,12,8,50,25,10,13,32,80,1,2,10,18,31,20,9,7,46,82,21,7,0,15,43,20,1,12,39,72,9.82,59.666666666666664,65.44666666666666,0
19,6,14,45,84,23,9,0,27,59,13,10,4,32,59,4,9,8,48,69,8,1,15,16,40,3,6,11,38,58,5.05,61.5,59.849999999999994,1
16,9,4,39,68,5,10,8,27,50,14,9,9,13,45,16,2,13,10,41,24,8,14,48,94,23,0,10,38,71,2.21,61.5,55.589999999999996,1
1,9,2,42,54,21,1,7,9,38,23,7,15,12,57,17,1,5,41,64,18,9,6,8,41,18,3,2,27,50,3.84,50.666666666666664,48.82666666666666,0
0,7,13,41,61,6,10,7,22,45,11,8,4,6,29,18,8,6,50,82,18,4,7,13,42,10,4,13,22,49,4.46,51.333333333333336,50.32333333333333,0
15,8,1,17,41,22,0,6,14,42,18,5,11,32,66,18,0,7,29,54,7,3,6,30,46,12,3,15,8,38,4.71,47.833333333333336,47.72333333333333,0
11,8,2,35,56,3,5,8,45,61,14,2,1,31,48,22,5,6,24,57,16,1,0,40,57,10,2,6,26,44,4.38,53.833333333333336,52.32833333333333,1
4,1,8,35,48,25,0,10,47,82,5,7,6,44,62,17,4,12,33,66,4,7,5,33,49,7,10,14,4,35,7.89,57.0,60.285,0
4,6,10,11,31,15,5,15,36,71,24,2,2,36,64,14,10,12,43,79,4,1,13,19,37,17,4,3,39,63,3.59,57.5,54.26,0
22,6,15,49,92,9,1,2,13,25,9,6,14,7,36,2,3,6,20,31,22,9,9,0,40,3,8,13,31,55,5.93,46.5,48.42,0
8,3,7,39,57,25,10,7,47,89,9,1,10,45,65,13,9,12,1,35,8,8,1,37,54,4,5,15,28,52,4.54,58.666666666666664,56.67666666666666,0
8,8,12,2,30,14,6,0,13,33,2,5,10,33,50,0,0,12,2,14,1,2,11,16,30,3,6,9,36,54,4.64,35.166666666666664,36.85166666666666,0
2,7,2,17,28,12,6,0,6,24,8,7,0,18,33,16,1,8,4,29,7,8,14,15,44,17,10,15,1,43,9.42,33.5,42.605,0
18,0,10,6,34,7,3,10,50,70,22,2,6,35,65,0,3,11,44,58,21,3,9,33,66,3,10,2,47,62,3.26,59.166666666666664,55.181666666666665,0
15,1,1,30,47,21,1,12,35,69,4,8,15,33,60,16,5,9,1,31,11,8,15,47,81,5,7,7,48,67,1.31,59.166666666666664,52.25666666666667,0
15,1,4,0,20,12,10,14,17,53,23,10,10,35,78,3,5,5,30,43,4,8,0,49,61,19,7,3,19,48,3.8,50.5,48.625,0
2,10,11,30,53,23,6,14,14,57,21,8,3,5,37,0,4,0,22,26,16,4,7,48,75,1,9,5,23,38,1.31,47.666666666666664,42.48166666666667,0
19,7,11,12,49,6,0,15,48,69,6,2,3,49,60,19,7,12,13,51,1,3,3,6,13,18,4,9,29,60,8.2,50.333333333333336,55.08333333333333,0
23,0,12,28,63,16,10,5,32,63,18,2,2,0,22,21,2,2,17,42,11,2,2,40,55,7,10,14,5,36,2.34,46.833333333333336,43.318333333333335,0
21,3,11,2,37,3,10,14,46,73,9,4,6,44,63,2,8,15,10,35,4,10,0,43,57,1,10,14,2,27,5.63,48.666666666666664,49.81166666666666,0
23,9,0,28,60,6,1,11,47,65,10,8,1,29,48,2,9,4,14,29,7,9,10,26,52,14,2,4,28,48,1.96,50.333333333333336,45.72333333333333,0
0,4,3,34,41,15,1,7,21,44,5,0,6,14,25,11,3,8,20,42,24,3,8,14,49,20,8,0,39,67,0.56,44.666666666666664,38.806666666666665,0
23,8,7,14,52,24,0,7,42,73,18,0,11,8,37,10,0,0,4,14,11,5,7,39,62,6,7,10,34,57,3.22,49.166666666666664,46.62166666666666,0
19,6,0,20,45,1,8,9,40,58,6,0,9,28,43,4,5,1,2,12,22,7,7,49,85,3,4,3,0,10,9.92,42.166666666666664,50.721666666666664,0
10,7,4,18,39,20,5,0,16,41,15,3,7,1,26,25,1,2,17,45,1,2,7,21,31,8,9,6,41,64,9.75,41.0,49.475,0
16,10,11,27,64,24,2,10,25,61,25,6,1,29,61,12,3,12,7,34,18,9,4,29,60,14,6,1,28,49,4.73,54.833333333333336,53.70333333333333,0
7,8,3,3,21,24,5,14,14,57,21,10,7,45,83,11,2,10,37,60,24,8,4,35,71,2,2,15,17,36,3.81,54.666666666666664,52.18166666666666,0
3,6,5,44,58,21,6,0,39,66,25,1,6,3,35,1,2,11,25,39,23,10,11,32,76,15,1,3,5,24,9.75,49.666666666666664,56.84166666666666,0
5,4,6,12,27,22,2,8,17,49,11,2,9,18,40,19,1,3,31,54,10,5,14,44,73,7,9,0,28,44,4.33,47.833333333333336,47.15333333333333,0
7,4,8,14,33,24,3,15,7,49,23,3,7,19,52,0,7,5,12,24,21,3,7,8,39,22,1,13,21,57,0.17,42.333333333333336,36.23833333333334,0
19,9,0,50,78,13,9,15,2,39,23,0,2,4,29,25,1,6,50,82,2,2,5,1,10,17,6,0,35,58,9.56,49.333333333333336,56.27333333333334,0
2,10,10,47,69,13,0,8,50,71,21,1,5,8,35,8,0,14,9,31,0,4,7,0,11,15,4,0,31,50,8.44,44.5,50.48499999999999,0
15,5,9,38,67,25,5,6,13,49,17,1,0,19,37,2,4,6,0,12,9,7,1,5,22,25,4,1,31,61,6.88,41.333333333333336,45.45333333333333,0
24,4,15,31,74,7,5,0,33,45,13,10,6,48,77,23,0,1,41,65,5,6,11,21,43,15,6,3,0,24,8.66,54.666666666666664,59.45666666666666,0
2,10,3,2,17,25,8,12,32,77,25,5,15,15,60,19,5,2,10,36,9,6,1,46,62,10,7,11,37,65,1.46,52.833333333333336,47.09833333333333,0
24,8,5,29,66,5,1,9,36,51,15,3,10,48,76,5,4,0,4,13,21,10,5,17,53,17,4,4,3,28,2.29,47.833333333333336,44.093333333333334,0
17,2,9,19,47,21,4,1,48,74,25,6,3,19,53,25,0,12,0,37,14,6,14,43,77,22,5,7,10,44,0.82,55.333333333333336,48.26333333333333,0
13,2,6,1,22,6,4,7,0,17,5,10,3,19,37,10,6,15,0,31,6,4,11,33,54,20,6,5,18,49,9.25,35.0,43.625,0
17,6,6,49,78,6,6,7,47,66,0,7,11,25,43,19,10,0,18,47,8,7,14,34,63,12,9,10,5,36,3.3,55.5,52.125,0
1,6,7,24,38,1,4,10,34,49,12,1,11,38,62,19,2,5,49,75,0,7,10,35,52,21,6,5,47,79,9.29,59.166666666666664,64.22666666666666,0
21,5,13,10,49,24,9,12,9,54,5,1,13,32,51,10,1,3,4,18,23,10,3,25,61,18,8,1,26,53,4.82,47.666666666666664,47.74666666666667,0
2,2,9,0,13,3,3,4,18,28,5,4,8,11,28,14,9,14,11,48,21,8,1,44,74,4,1,4,23,32,7.23,37.166666666666664,42.43666666666667,0
15,6,7,47,75,12,9,1,10,32,5,3,6,20,34,5,8,10,27,50,12,3,10,4,29,10,6,14,14,44,7.53,44.0,48.695,0
8,4,7,48,67,9,1,2,34,46,11,9,7,22,49,7,2,9,36,54,17,3,6,29,55,13,2,15,44,74,3.04,57.5,53.435,1
3,6,7,47,63,8,7,4,1,20,8,1,5,19,33,8,7,15,22,52,6,5,2,12,25,19,1,6,37,63,4.55,42.666666666666664,43.09166666666667,0
0,1,15,9,25,14,4,2,2,22,19,8,1,22,50,17,3,10,4,34,8,6,11,32,57,0,9,7,0,16,9.01,34.0,42.415,0
3,5,11,16,35,11,3,9,14,37,6,8,15,48,77,5,5,3,22,35,16,10,8,22,56,9,6,0,50,65,7.84,50.833333333333336,54.968333333333334,0
0,7,14,29,50,9,8,0,40,57,2,9,2,46,59,16,7,8,23,54,23,8,14,20,65,17,5,1,13,36,5.66,53.5,53.965,0
13,0,7,34,54,18,1,13,46,78,23,3,3,5,34,22,3,7,16,48,5,3,5,17,30,13,8,6,0,27,4.1,45.166666666666664,44.541666666666664,0
20,3,5,49,77,20,2,5,27,54,14,1,1,44,60,25,2,2,3,32,10,1,12,5,28,7,4,3,7,21,9.77,45.333333333333336,53.18833333333333,0
15,10,8,18,51,4,7,13,1,25,1,2,10,11,24,15,8,2,16,41,17,6,12,3,38,9,2,11,22,44,0.41,37.166666666666664,32.20666666666666,0
19,0,2,45,66,6,10,4,29,49,17,7,0,34,58,18,9,7,29,63,10,6,11,35,62,5,6,11,30,52,7.68,58.333333333333336,61.10333333333334,1
23,0,5,33,61,19,3,2,37,61,20,10,12,7,49,24,6,14,43,87,25,4,8,36,73,25,5,2,21,53,5.85,64.0,63.175,1
7,9,4,31,51,10,8,8,4,30,0,7,8,26,41,21,8,14,24,67,1,7,10,0,18,24,8,14,48,94,9.25,50.166666666666664,56.516666666666666,0
